지점,지점명,일시,기온(°C),습도(%),일조(hr),전운량(10분위)
276,청송군,2021-02-03 2:00,-5.9,60,,0
276,청송군,2021-02-03 3:00,-6.1,60,,0
276,청송군,2021-02-03 4:00,-6.6,59,,0
276,청송군,2021-02-03 5:00,-7,57,,0
276,청송군,2021-02-03 6:00,-7.7,48,,0
276,청송군,2021-02-03 7:00,-8.3,46,,0
276,청송군,2021-02-03 8:00,-8.2,44,0.2,0
276,청송군,2021-02-03 9:00,-6.4,41,1,0
276,청송군,2021-02-03 10:00,-5.2,36,1,0
276,청송군,2021-02-03 11:00,-3.8,31,1,0
276,청송군,2021-02-03 12:00,-2,26,1,0
276,청송군,2021-02-03 13:00,-0.8,19,1,0
276,청송군,2021-02-03 14:00,0.6,17,1,0
276,청송군,2021-02-03 15:00,1.1,18,1,0
276,청송군,2021-02-03 16:00,1.4,17,1,0
276,청송군,2021-02-03 17:00,0.9,19,0.9,0
276,청송군,2021-02-03 18:00,-0.6,27,0,0
276,청송군,2021-02-03 19:00,-2.8,32,,0
276,청송군,2021-02-03 20:00,-4.8,43,,0
276,청송군,2021-02-03 21:00,-6.1,51,,0
276,청송군,2021-02-03 22:00,-7,55,,0
276,청송군,2021-02-03 23:00,-7.1,55,,8
276,청송군,2021-02-04 0:00,-6.5,57,,8
276,청송군,2021-02-04 1:00,-6,58,,2
276,청송군,2021-02-04 2:00,-2.3,65,,0
276,청송군,2021-02-04 3:00,-1.9,68,,7
276,청송군,2021-02-04 4:00,-0.7,67,,7
276,청송군,2021-02-04 5:00,-0.9,73,,8
276,청송군,2021-02-04 6:00,-0.9,57,,0
276,청송군,2021-02-04 7:00,-1.3,39,,0
276,청송군,2021-02-04 8:00,-1.5,30,0.2,0
276,청송군,2021-02-04 9:00,-0.5,24,1,0
276,청송군,2021-02-04 10:00,0.5,18,1,0
276,청송군,2021-02-04 11:00,0.9,14,1,0
276,청송군,2021-02-04 12:00,1.7,14,1,0
276,청송군,2021-02-04 13:00,2.2,12,1,0
276,청송군,2021-02-04 14:00,3,11,1,0
276,청송군,2021-02-04 15:00,3.6,13,1,0
276,청송군,2021-02-04 16:00,3.3,14,1,0
276,청송군,2021-02-04 17:00,2.4,16,1,0
276,청송군,2021-02-04 18:00,0.6,20,0,5
276,청송군,2021-02-04 19:00,-0.4,22,,0
276,청송군,2021-02-04 20:00,-1.5,22,,0
276,청송군,2021-02-04 21:00,-3,30,,0
276,청송군,2021-02-04 22:00,-4.9,38,,0
276,청송군,2021-02-04 23:00,-6.1,45,,0
276,청송군,2021-02-05 0:00,-3.9,31,,0
276,청송군,2021-02-05 1:00,-4.3,33,,0
276,청송군,2021-02-05 2:00,-3.7,30,,1
276,청송군,2021-02-05 3:00,-4.2,33,,0
276,청송군,2021-02-05 4:00,-6.9,49,,0
276,청송군,2021-02-05 5:00,-8.4,58,,1
276,청송군,2021-02-05 6:00,-9.1,65,,9
276,청송군,2021-02-05 7:00,-9.6,70,,9
276,청송군,2021-02-05 8:00,-9.1,70,0,9
276,청송군,2021-02-05 9:00,-6.9,61,0.3,10
276,청송군,2021-02-05 10:00,-4.1,54,0.1,9
276,청송군,2021-02-05 11:00,-1,47,0,9
276,청송군,2021-02-05 12:00,2.5,44,0.9,8
276,청송군,2021-02-05 13:00,4.8,40,0.8,8
276,청송군,2021-02-05 14:00,7.4,20,1,5
276,청송군,2021-02-05 15:00,7.1,20,1,4
276,청송군,2021-02-05 16:00,7,18,1,5
276,청송군,2021-02-05 17:00,6.3,19,0.4,7
276,청송군,2021-02-05 18:00,4.9,24,0,9
276,청송군,2021-02-05 19:00,3.3,29,,10
276,청송군,2021-02-05 20:00,2,36,,9
276,청송군,2021-02-05 21:00,1.2,40,,9
276,청송군,2021-02-05 22:00,0.2,43,,8
276,청송군,2021-02-05 23:00,-1.3,47,,6
276,청송군,2021-02-06 0:00,-2.7,54,,0
276,청송군,2021-02-06 1:00,-3.6,59,,4
276,청송군,2021-02-06 2:00,-4.5,63,,0
276,청송군,2021-02-06 3:00,-5.4,65,,0
276,청송군,2021-02-06 4:00,-6.1,69,,0
276,청송군,2021-02-06 5:00,-6.7,71,,0
276,청송군,2021-02-06 6:00,-7.1,72,,0
276,청송군,2021-02-06 7:00,-7.2,73,,0
276,청송군,2021-02-06 8:00,-6.9,73,0,0
276,청송군,2021-02-06 9:00,-4.3,63,0.3,5
276,청송군,2021-02-06 10:00,-1.2,56,0,9
276,청송군,2021-02-06 11:00,5,59,0,7
276,청송군,2021-02-06 12:00,8,50,0.5,6
276,청송군,2021-02-06 13:00,8.8,51,0.9,4
276,청송군,2021-02-06 14:00,10.1,44,1,2
276,청송군,2021-02-06 15:00,10.8,39,1,0
276,청송군,2021-02-06 16:00,11.1,37,1,0
276,청송군,2021-02-06 17:00,10.7,39,1,0
276,청송군,2021-02-06 18:00,7.4,51,0,0
276,청송군,2021-02-06 19:00,4,62,,0
276,청송군,2021-02-06 20:00,2,68,,0
276,청송군,2021-02-06 21:00,0.4,74,,0
276,청송군,2021-02-06 22:00,-0.8,80,,0
276,청송군,2021-02-06 23:00,-1.6,82,,0
276,청송군,2021-02-07 0:00,-2.6,86,,1
276,청송군,2021-02-07 1:00,-3,88,,9
276,청송군,2021-02-07 2:00,-1.7,85,,8
276,청송군,2021-02-07 3:00,-1.5,85,,9
276,청송군,2021-02-07 4:00,-1.4,87,,0
276,청송군,2021-02-07 5:00,-1.2,90,,0
276,청송군,2021-02-07 6:00,-1,91,,0
276,청송군,2021-02-07 7:00,-1.4,92,,0
276,청송군,2021-02-07 8:00,-1.9,91,0,0
276,청송군,2021-02-07 9:00,0.4,92,0.6,0
276,청송군,2021-02-07 10:00,4.5,76,1,0
276,청송군,2021-02-07 11:00,7.8,55,1,2
276,청송군,2021-02-07 12:00,9.1,48,1,0
276,청송군,2021-02-07 13:00,10.6,42,1,0
276,청송군,2021-02-07 14:00,11.1,31,1,0
276,청송군,2021-02-07 15:00,11.4,30,1,2
276,청송군,2021-02-07 16:00,11.1,26,1,0
276,청송군,2021-02-07 17:00,9.5,29,1,1
276,청송군,2021-02-07 18:00,8,31,0,0
276,청송군,2021-02-07 19:00,6.9,29,,0
276,청송군,2021-02-07 20:00,6.2,27,,0
276,청송군,2021-02-07 21:00,5.1,21,,0
276,청송군,2021-02-07 22:00,3.6,24,,0
276,청송군,2021-02-07 23:00,2.5,26,,0
276,청송군,2021-02-08 0:00,1.2,29,,0
276,청송군,2021-02-08 1:00,0,29,,0
276,청송군,2021-02-08 2:00,-0.9,29,,0
276,청송군,2021-02-08 3:00,-1.8,33,,0
276,청송군,2021-02-08 4:00,-2.5,36,,0
276,청송군,2021-02-08 5:00,-3.2,39,,0
276,청송군,2021-02-08 6:00,-3.9,44,,0
276,청송군,2021-02-08 7:00,-4.5,44,,0
276,청송군,2021-02-08 8:00,-4.4,46,0.3,0
276,청송군,2021-02-08 9:00,-3,40,1,0
276,청송군,2021-02-08 10:00,-2,34,1,0
276,청송군,2021-02-08 11:00,0.1,25,1,0
276,청송군,2021-02-08 12:00,0.6,18,1,0
276,청송군,2021-02-08 13:00,1.8,14,1,0
276,청송군,2021-02-08 14:00,2.5,14,1,0
276,청송군,2021-02-08 15:00,2.6,13,1,0
276,청송군,2021-02-08 16:00,2.5,13,1,0
276,청송군,2021-02-08 17:00,1.4,13,1,0
276,청송군,2021-02-08 18:00,-0.3,15,0.1,0
276,청송군,2021-02-08 19:00,-1.4,15,,0
276,청송군,2021-02-08 20:00,-2.2,19,,0
276,청송군,2021-02-08 21:00,-3.3,25,,0
276,청송군,2021-02-08 22:00,-3.9,29,,0
276,청송군,2021-02-08 23:00,-4.5,32,,0
276,청송군,2021-02-09 0:00,-5,36,,0
277,영덕,2021-01-01 1:00,-5.4,51,,0
277,영덕,2021-01-01 2:00,-5.5,51,,0
277,영덕,2021-01-01 3:00,-5.8,54,,0
277,영덕,2021-01-01 4:00,-5.6,53,,0
277,영덕,2021-01-01 5:00,-5.6,48,,1
277,영덕,2021-01-01 6:00,-6.4,48,,1
277,영덕,2021-01-01 7:00,-7.3,53,,0
277,영덕,2021-01-01 8:00,-7.7,59,0,1
277,영덕,2021-01-01 9:00,-6,54,0.7,0
277,영덕,2021-01-01 10:00,-3.1,43,1,0
277,영덕,2021-01-01 11:00,-1.3,38,1,0
277,영덕,2021-01-01 12:00,0.8,39,1,0
277,영덕,2021-01-01 13:00,1.4,37,1,0
277,영덕,2021-01-01 14:00,2.1,37,1,0
277,영덕,2021-01-01 15:00,2.2,39,1,2
277,영덕,2021-01-01 16:00,1.2,45,0.7,3
277,영덕,2021-01-01 17:00,0.4,50,0.4,2
277,영덕,2021-01-01 18:00,0,54,0,3
277,영덕,2021-01-01 19:00,-1.1,57,,2
277,영덕,2021-01-01 20:00,-1.6,61,,2
277,영덕,2021-01-01 21:00,-1.4,62,,7
277,영덕,2021-01-01 22:00,-2.2,67,,4
277,영덕,2021-01-01 23:00,-3,70,,4
277,영덕,2021-01-02 0:00,-3.6,73,,5
277,영덕,2021-01-02 1:00,-4.1,76,,3
277,영덕,2021-01-02 2:00,-3.7,77,,2
277,영덕,2021-01-02 3:00,-5.2,83,,1
277,영덕,2021-01-02 4:00,-5.5,84,,2
277,영덕,2021-01-02 5:00,-6.2,87,,1
277,영덕,2021-01-02 6:00,-5.4,85,,1
277,영덕,2021-01-02 7:00,-6,83,,0
277,영덕,2021-01-02 8:00,-5.7,76,0,1
277,영덕,2021-01-02 9:00,-3.6,66,0.6,1
277,영덕,2021-01-02 10:00,-1,48,1,0
277,영덕,2021-01-02 11:00,0.5,36,1,0
277,영덕,2021-01-02 12:00,1.5,28,1,0
277,영덕,2021-01-02 13:00,2.4,23,1,0
277,영덕,2021-01-02 14:00,2.4,19,1,0
277,영덕,2021-01-02 15:00,2.5,17,1,0
277,영덕,2021-01-02 16:00,1.7,17,1,0
277,영덕,2021-01-02 17:00,0.2,20,0.9,0
277,영덕,2021-01-02 18:00,-0.2,21,0,0
277,영덕,2021-01-02 19:00,-1.3,25,,0
277,영덕,2021-01-02 20:00,-1.8,28,,0
277,영덕,2021-01-02 21:00,-2.2,31,,0
277,영덕,2021-01-02 22:00,-4.2,36,,0
277,영덕,2021-01-02 23:00,-4.8,42,,0
277,영덕,2021-01-03 0:00,-4.4,43,,0
277,영덕,2021-01-03 1:00,-5.3,46,,0
277,영덕,2021-01-03 2:00,-5.1,45,,1
277,영덕,2021-01-03 3:00,-6.2,48,,3
277,영덕,2021-01-03 4:00,-5.5,45,,7
277,영덕,2021-01-03 5:00,-5.1,43,,9
277,영덕,2021-01-03 6:00,-5.6,45,,10
277,영덕,2021-01-03 7:00,-4.9,39,,9
277,영덕,2021-01-03 8:00,-5,36,0,9
277,영덕,2021-01-03 9:00,-4.8,35,0.3,8
277,영덕,2021-01-03 10:00,-4.2,30,0.1,6
277,영덕,2021-01-03 11:00,-2.7,29,0.1,7
277,영덕,2021-01-03 12:00,-0.9,23,0.3,7
277,영덕,2021-01-03 13:00,0.8,20,1,3
277,영덕,2021-01-03 14:00,2.7,19,1,8
277,영덕,2021-01-03 15:00,2.2,20,1,7
277,영덕,2021-01-03 16:00,1.8,24,1,7
277,영덕,2021-01-03 17:00,0.9,28,0.2,9
277,영덕,2021-01-03 18:00,0,32,0,9
277,영덕,2021-01-03 19:00,-0.1,34,,10
277,영덕,2021-01-03 20:00,-0.6,37,,7
277,영덕,2021-01-03 21:00,-1.4,41,,9
277,영덕,2021-01-03 22:00,-1.5,41,,9
277,영덕,2021-01-03 23:00,-1.6,42,,8
277,영덕,2021-01-04 0:00,-1.7,43,,8
277,영덕,2021-01-04 1:00,-2.2,45,,9
277,영덕,2021-01-04 2:00,-3.4,49,,5
277,영덕,2021-01-04 3:00,-3.1,49,,1
277,영덕,2021-01-04 4:00,-3,46,,1
277,영덕,2021-01-04 5:00,-3.7,48,,1
277,영덕,2021-01-04 6:00,-4.2,49,,2
277,영덕,2021-01-04 7:00,-4.1,49,,4
277,영덕,2021-01-04 8:00,-4.1,51,0,8
277,영덕,2021-01-04 9:00,-3,45,0.6,0
277,영덕,2021-01-04 10:00,-0.3,30,1,0
277,영덕,2021-01-04 11:00,1.5,24,1,1
277,영덕,2021-01-04 12:00,2.8,23,1,0
277,영덕,2021-01-04 13:00,3.9,22,1,0
277,영덕,2021-01-04 14:00,4.6,24,1,0
277,영덕,2021-01-04 15:00,5.2,26,1,0
277,영덕,2021-01-04 16:00,4.5,27,1,0
277,영덕,2021-01-04 17:00,3.2,31,0.8,0
277,영덕,2021-01-04 18:00,1.2,36,0,1
277,영덕,2021-01-04 19:00,-1,40,,1
277,영덕,2021-01-04 20:00,-1.8,44,,3
277,영덕,2021-01-04 21:00,-2.3,47,,6
277,영덕,2021-01-04 22:00,-3.1,49,,8
277,영덕,2021-01-04 23:00,-2.7,50,,8
277,영덕,2021-01-05 0:00,-2.5,53,,10
277,영덕,2021-01-05 1:00,-2.1,54,,10
277,영덕,2021-01-05 2:00,1,57,,10
277,영덕,2021-01-05 3:00,2.9,57,,10
277,영덕,2021-01-05 4:00,2.4,55,,8
277,영덕,2021-01-05 5:00,2.7,64,,4
277,영덕,2021-01-05 6:00,0.5,72,,3
277,영덕,2021-01-05 7:00,1,70,,0
277,영덕,2021-01-05 8:00,1.7,59,0,0
277,영덕,2021-01-05 9:00,2,56,0.6,1
277,영덕,2021-01-05 10:00,2.2,46,0.9,0
277,영덕,2021-01-05 11:00,2.4,44,1,5
277,영덕,2021-01-05 12:00,3,40,1,4
277,영덕,2021-01-05 13:00,3.1,38,0.9,6
277,영덕,2021-01-05 14:00,2.4,32,0.8,7
277,영덕,2021-01-05 15:00,2.1,28,1,2
277,영덕,2021-01-05 16:00,2,24,1,7
277,영덕,2021-01-05 17:00,0.5,19,0.6,7
277,영덕,2021-01-05 18:00,-0.4,18,0,7
277,영덕,2021-01-05 19:00,-1.4,19,,3
277,영덕,2021-01-05 20:00,-2,21,,5
277,영덕,2021-01-05 21:00,-2.9,21,,2
277,영덕,2021-01-05 22:00,-3.1,20,,1
277,영덕,2021-01-05 23:00,-3.8,23,,1
277,영덕,2021-01-06 0:00,-4.5,28,,1
277,영덕,2021-01-06 1:00,-5.1,33,,1
277,영덕,2021-01-06 2:00,-6,37,,0
277,영덕,2021-01-06 3:00,-6.3,37,,0
277,영덕,2021-01-06 4:00,-7.1,43,,0
277,영덕,2021-01-06 5:00,-7.6,45,,1
277,영덕,2021-01-06 6:00,-8.1,44,,0
277,영덕,2021-01-06 7:00,-8.5,45,,0
277,영덕,2021-01-06 8:00,-8.5,47,0,0
277,영덕,2021-01-06 9:00,-7,39,0.6,0
277,영덕,2021-01-06 10:00,-5.1,29,1,0
277,영덕,2021-01-06 11:00,-3.8,27,1,0
277,영덕,2021-01-06 12:00,-2.2,23,1,1
277,영덕,2021-01-06 13:00,-1.1,23,1,0
277,영덕,2021-01-06 14:00,0,23,1,0
277,영덕,2021-01-06 15:00,0.2,22,1,0
277,영덕,2021-01-06 16:00,0.1,19,1,0
277,영덕,2021-01-06 17:00,-1.6,25,1,0
277,영덕,2021-01-06 18:00,-2.7,28,0,1
277,영덕,2021-01-06 19:00,-3.2,29,,0
277,영덕,2021-01-06 20:00,-4.5,34,,0
277,영덕,2021-01-06 21:00,-6.1,39,,2
277,영덕,2021-01-06 22:00,-5.6,41,,3
277,영덕,2021-01-06 23:00,-5.5,46,,3
277,영덕,2021-01-07 0:00,-4.6,44,,6
277,영덕,2021-01-07 1:00,-3.2,66,,10
277,영덕,2021-01-07 2:00,-3.3,71,,9
277,영덕,2021-01-07 3:00,-3.8,77,,8
277,영덕,2021-01-07 4:00,-5.6,49,,6
277,영덕,2021-01-07 5:00,-7.2,47,,5
277,영덕,2021-01-07 6:00,-8.5,35,,4
277,영덕,2021-01-07 7:00,-9.7,37,,1
277,영덕,2021-01-07 8:00,-10.5,33,0,2
277,영덕,2021-01-07 9:00,-10.7,28,0.6,1
277,영덕,2021-01-07 10:00,-10.3,24,1,0
277,영덕,2021-01-07 11:00,-9.4,21,1,0
277,영덕,2021-01-07 12:00,-8.6,20,1,1
277,영덕,2021-01-07 13:00,-7.6,19,1,0
277,영덕,2021-01-07 14:00,-7.8,18,1,0
277,영덕,2021-01-07 15:00,-7.6,17,1,0
277,영덕,2021-01-07 16:00,-8.1,17,1,0
277,영덕,2021-01-07 17:00,-9,21,1,1
277,영덕,2021-01-07 18:00,-10,24,0.1,0
277,영덕,2021-01-07 19:00,-10.9,24,,0
277,영덕,2021-01-07 20:00,-11.2,24,,0
277,영덕,2021-01-07 21:00,-11.7,23,,1
277,영덕,2021-01-07 22:00,-12.1,22,,1
277,영덕,2021-01-07 23:00,-12.1,22,,1
277,영덕,2021-01-08 0:00,-12.6,28,,2
277,영덕,2021-01-08 1:00,-12.9,32,,2
277,영덕,2021-01-08 2:00,-13.1,34,,2
277,영덕,2021-01-08 3:00,-13.7,37,,2
277,영덕,2021-01-08 4:00,-13.9,38,,2
277,영덕,2021-01-08 5:00,-13.5,40,,2
277,영덕,2021-01-08 6:00,-12.9,40,,2
277,영덕,2021-01-08 7:00,-13.1,38,,2
277,영덕,2021-01-08 8:00,-13.9,39,0,2
277,영덕,2021-01-08 9:00,-12.1,30,0.6,1
277,영덕,2021-01-08 10:00,-10.6,28,1,1
277,영덕,2021-01-08 11:00,-9.3,25,1,0
277,영덕,2021-01-08 12:00,-8.1,25,1,0
277,영덕,2021-01-08 13:00,-6.8,24,1,0
277,영덕,2021-01-08 14:00,-5.5,23,1,0
277,영덕,2021-01-08 15:00,-5.3,22,1,0
277,영덕,2021-01-08 16:00,-6.2,22,1,1
277,영덕,2021-01-08 17:00,-7.3,24,1,1
277,영덕,2021-01-08 18:00,-8.2,27,0.1,1
277,영덕,2021-01-08 19:00,-8.8,29,,1
277,영덕,2021-01-08 20:00,-9.5,32,,2
277,영덕,2021-01-08 21:00,-9.9,33,,1
277,영덕,2021-01-08 22:00,-10,32,,1
277,영덕,2021-01-08 23:00,-9.7,32,,1
277,영덕,2021-01-09 0:00,-10.3,37,,1
277,영덕,2021-01-09 1:00,-11.1,40,,1
277,영덕,2021-01-09 2:00,-11.3,41,,1
277,영덕,2021-01-09 3:00,-11.4,41,,1
277,영덕,2021-01-09 4:00,-12.2,43,,1
277,영덕,2021-01-09 5:00,-12.7,46,,1
277,영덕,2021-01-09 6:00,-12.7,47,,2
277,영덕,2021-01-09 7:00,-12.7,48,,1
277,영덕,2021-01-09 8:00,-12.3,47,0,1
277,영덕,2021-01-09 9:00,-10.2,39,0.7,1
277,영덕,2021-01-09 10:00,-9.1,33,1,1
277,영덕,2021-01-09 11:00,-7.5,28,1,0
277,영덕,2021-01-09 12:00,-6,25,1,0
277,영덕,2021-01-09 13:00,-4.5,24,1,0
277,영덕,2021-01-09 14:00,-3.4,24,1,0
277,영덕,2021-01-09 15:00,-2.9,28,1,1
277,영덕,2021-01-09 16:00,-4.1,31,1,1
277,영덕,2021-01-09 17:00,-5.3,33,0.9,2
277,영덕,2021-01-09 18:00,-6.4,36,0.1,1
277,영덕,2021-01-09 19:00,-7.2,39,,0
277,영덕,2021-01-09 20:00,-8.1,41,,1
277,영덕,2021-01-09 21:00,-8.6,42,,0
277,영덕,2021-01-09 22:00,-8.9,42,,1
277,영덕,2021-01-09 23:00,-8.9,41,,1
277,영덕,2021-01-10 0:00,-9.3,43,,1
277,영덕,2021-01-10 1:00,-9,42,,1
277,영덕,2021-01-10 2:00,-9.7,45,,1
277,영덕,2021-01-10 3:00,-9.4,42,,1
277,영덕,2021-01-10 4:00,-10,45,,1
277,영덕,2021-01-10 5:00,-9.8,47,,1
277,영덕,2021-01-10 6:00,-9.6,44,,2
277,영덕,2021-01-10 7:00,-9.8,48,,1
277,영덕,2021-01-10 8:00,-9.2,46,0,1
277,영덕,2021-01-10 9:00,-7.8,42,0.8,2
277,영덕,2021-01-10 10:00,-6.1,35,1,2
277,영덕,2021-01-10 11:00,-4.6,32,1,1
277,영덕,2021-01-10 12:00,-2.5,28,1,0
277,영덕,2021-01-10 13:00,-1.4,25,1,0
277,영덕,2021-01-10 14:00,-0.5,24,1,0
277,영덕,2021-01-10 15:00,0.2,24,1,0
277,영덕,2021-01-10 16:00,0.3,24,1,0
277,영덕,2021-01-10 17:00,-0.5,28,1,1
277,영덕,2021-01-10 18:00,-0.9,32,0.1,0
277,영덕,2021-01-10 19:00,-1.8,34,,1
277,영덕,2021-01-10 20:00,-2.1,34,,1
277,영덕,2021-01-10 21:00,-3.2,37,,1
277,영덕,2021-01-10 22:00,-4.1,42,,1
277,영덕,2021-01-10 23:00,-4.7,45,,0
277,영덕,2021-01-11 0:00,-4.2,45,,0
277,영덕,2021-01-11 1:00,-4.3,47,,0
277,영덕,2021-01-11 2:00,-4.1,50,,1
277,영덕,2021-01-11 3:00,-4.4,51,,5
277,영덕,2021-01-11 4:00,-5,53,,5
277,영덕,2021-01-11 5:00,-6,58,,5
277,영덕,2021-01-11 6:00,-6.3,57,,6
277,영덕,2021-01-11 7:00,-6.2,56,,5
277,영덕,2021-01-11 8:00,-5.7,55,0,7
277,영덕,2021-01-11 9:00,-4,51,0.2,7
277,영덕,2021-01-11 10:00,-2.9,47,0.2,10
277,영덕,2021-01-11 11:00,-0.5,40,0.6,8
277,영덕,2021-01-11 12:00,0.7,37,0.3,8
277,영덕,2021-01-11 13:00,0.1,37,0,10
277,영덕,2021-01-11 14:00,0.2,37,0,10
277,영덕,2021-01-11 15:00,0.2,40,0,10
277,영덕,2021-01-11 16:00,-0.1,43,0,9
277,영덕,2021-01-11 17:00,-0.8,46,0,10
277,영덕,2021-01-11 18:00,-1.3,49,0,10
277,영덕,2021-01-11 19:00,-1.9,47,,10
277,영덕,2021-01-11 20:00,-2.2,45,,10
277,영덕,2021-01-11 21:00,-2.1,44,,8
277,영덕,2021-01-11 22:00,-3.1,47,,5
277,영덕,2021-01-11 23:00,-3.9,50,,7
277,영덕,2021-01-12 0:00,-4.3,51,,7
277,영덕,2021-01-12 1:00,-4.6,51,,6
277,영덕,2021-01-12 2:00,-5.6,49,,5
277,영덕,2021-01-12 3:00,-5.4,47,,1
277,영덕,2021-01-12 4:00,-6.1,49,,1
277,영덕,2021-01-12 5:00,-7.4,56,,1
277,영덕,2021-01-12 6:00,-6.3,52,,1
277,영덕,2021-01-12 7:00,-6,54,,0
277,영덕,2021-01-12 8:00,-5.9,54,0,0
277,영덕,2021-01-12 9:00,-3.7,51,0.9,0
277,영덕,2021-01-12 10:00,-1.1,47,1,0
277,영덕,2021-01-12 11:00,0.8,46,1,0
277,영덕,2021-01-12 12:00,1.9,44,1,0
277,영덕,2021-01-12 13:00,2.2,46,1,0
277,영덕,2021-01-12 14:00,2.8,41,1,0
277,영덕,2021-01-12 15:00,2.9,36,1,1
277,영덕,2021-01-12 16:00,2.7,35,1,3
277,영덕,2021-01-12 17:00,1.8,39,0.9,1
277,영덕,2021-01-12 18:00,-0.5,46,0,1
277,영덕,2021-01-12 19:00,-1.5,49,,4
277,영덕,2021-01-12 20:00,-1.7,51,,6
277,영덕,2021-01-12 21:00,-2.3,52,,5
277,영덕,2021-01-12 22:00,-3.5,56,,6
277,영덕,2021-01-12 23:00,-1.2,53,,8
277,영덕,2021-01-13 0:00,1.1,61,,8
277,영덕,2021-01-13 1:00,-0.9,65,,3
277,영덕,2021-01-13 2:00,0.1,68,,4
277,영덕,2021-01-13 3:00,0.6,69,,2
277,영덕,2021-01-13 4:00,0.5,71,,0
277,영덕,2021-01-13 5:00,1.2,69,,6
277,영덕,2021-01-13 6:00,-0.7,74,,2
277,영덕,2021-01-13 7:00,-2.7,80,,1
277,영덕,2021-01-13 8:00,-3,80,0,2
277,영덕,2021-01-13 9:00,-2,78,0.6,0
277,영덕,2021-01-13 10:00,4.1,51,1,0
277,영덕,2021-01-13 11:00,6.9,43,1,0
277,영덕,2021-01-13 12:00,8.9,39,1,0
277,영덕,2021-01-13 13:00,10.1,31,1,0
277,영덕,2021-01-13 14:00,10.5,27,1,0
277,영덕,2021-01-13 15:00,11,28,1,0
277,영덕,2021-01-13 16:00,10.2,32,1,0
277,영덕,2021-01-13 17:00,9.4,34,0.6,0
277,영덕,2021-01-13 18:00,8.4,36,0,0
277,영덕,2021-01-13 19:00,6.9,40,,0
277,영덕,2021-01-13 20:00,8,41,,6
277,영덕,2021-01-13 21:00,8.8,43,,7
277,영덕,2021-01-13 22:00,9,46,,6
277,영덕,2021-01-13 23:00,8.5,52,,4
277,영덕,2021-01-14 0:00,8.1,54,,1
277,영덕,2021-01-14 1:00,7.5,57,,0
277,영덕,2021-01-14 2:00,7.3,58,,0
277,영덕,2021-01-14 3:00,6.3,61,,0
277,영덕,2021-01-14 4:00,6.2,59,,0
277,영덕,2021-01-14 5:00,4.5,63,,0
277,영덕,2021-01-14 6:00,5,56,,0
277,영덕,2021-01-14 7:00,2.5,66,,0
277,영덕,2021-01-14 8:00,1.2,66,0,0
277,영덕,2021-01-14 9:00,4.1,51,0.9,0
277,영덕,2021-01-14 10:00,6.1,40,1,0
277,영덕,2021-01-14 11:00,8.4,26,1,0
277,영덕,2021-01-14 12:00,9,28,1,0
277,영덕,2021-01-14 13:00,9.5,37,1,0
277,영덕,2021-01-14 14:00,9.6,44,1,0
277,영덕,2021-01-14 15:00,9.4,49,1,0
277,영덕,2021-01-14 16:00,9.1,51,1,0
277,영덕,2021-01-14 17:00,8.5,54,0.8,0
277,영덕,2021-01-14 18:00,5.7,67,0,0
277,영덕,2021-01-14 19:00,4,72,,3
277,영덕,2021-01-14 20:00,2.8,74,,0
277,영덕,2021-01-14 21:00,1.7,76,,1
277,영덕,2021-01-14 22:00,1.3,80,,0
277,영덕,2021-01-14 23:00,0.1,83,,0
277,영덕,2021-01-15 0:00,-0.1,85,,0
277,영덕,2021-01-15 1:00,0.6,87,,1
277,영덕,2021-01-15 2:00,0.4,86,,1
277,영덕,2021-01-15 3:00,1.6,83,,8
277,영덕,2021-01-15 4:00,2.6,81,,7
277,영덕,2021-01-15 5:00,3.2,80,,7
277,영덕,2021-01-15 6:00,2.2,84,,4
277,영덕,2021-01-15 7:00,2.2,86,,6
277,영덕,2021-01-15 8:00,3,86,0,6
277,영덕,2021-01-15 9:00,4,80,0.5,5
277,영덕,2021-01-15 10:00,10.8,62,1,5
277,영덕,2021-01-15 11:00,14,50,1,4
277,영덕,2021-01-15 12:00,15.1,42,1,0
277,영덕,2021-01-15 13:00,16,37,1,4
277,영덕,2021-01-15 14:00,15.6,38,0.4,7
277,영덕,2021-01-15 15:00,15.2,38,0.5,7
277,영덕,2021-01-15 16:00,15,40,0.6,6
277,영덕,2021-01-15 17:00,14.2,42,0,5
277,영덕,2021-01-15 18:00,13.3,44,0,5
277,영덕,2021-01-15 19:00,13.6,45,,8
277,영덕,2021-01-15 20:00,12.9,50,,8
277,영덕,2021-01-15 21:00,11.6,57,,6
277,영덕,2021-01-15 22:00,11.2,57,,7
277,영덕,2021-01-15 23:00,10,59,,7
277,영덕,2021-01-16 0:00,8.5,38,,7
277,영덕,2021-01-16 1:00,7.3,37,,6
277,영덕,2021-01-16 2:00,7.5,30,,10
277,영덕,2021-01-16 3:00,5.9,40,,8
277,영덕,2021-01-16 4:00,4.2,46,,7
277,영덕,2021-01-16 5:00,2.9,55,,0
277,영덕,2021-01-16 6:00,2.3,58,,0
277,영덕,2021-01-16 7:00,1.7,60,,3
277,영덕,2021-01-16 8:00,1.1,60,0,5
277,영덕,2021-01-16 9:00,1.7,57,0.5,0
277,영덕,2021-01-16 10:00,2.5,52,1,0
277,영덕,2021-01-16 11:00,3.5,47,1,0
277,영덕,2021-01-16 12:00,4.1,40,1,0
277,영덕,2021-01-16 13:00,5,35,1,0
