지점,지점명,일시,평균기온(°C),최고기온(°C),최저기온(°C),평균현지기압(hPa),평균상대습도(%),평균풍속(m/s),평균운량(1/10),평균중하층운량(1/10),합계 일조시간(hr),일조율(%),합계 일사량(MJ/m2),평균지면온도(°C)
100,대관령,2019-06,16.3,28.2,4.3,921.2,81,2.2,5.8,4,250.1,56.53,642.59,20.6
100,대관령,2019-07,20.2,29.4,11.8,921.5,88,2.6,7,5.8,164.9,36.71,492.46,22.7
100,대관령,2019-08,21,30.2,12.3,922.4,87,2.4,6.3,4.5,220.4,52.26,564.3,24.5
100,대관령,2019-09,16.1,26.7,4.4,929.2,91,1.8,7.4,6.3,149.2,39.94,385.85,18.7
100,대관령,2019-10,10.1,22.7,-1.9,930.6,86,2.2,6,4.8,179.3,51.42,352.08,11.8
100,대관령,2019-11,2.9,15.6,-9.7,931,78,2.5,4.7,3.5,184.9,60.5,289.37,3.5
100,대관령,2019-12,-2.8,9.8,-15.5,931,71,3.8,3.8,3,200.3,67.08,282.16,-2.5
101,춘천,2016-01,-4.7,7.2,-20.1,1015.5,64,1.2,3.5,2.2,186.7,61.01,250,-2.6
101,춘천,2016-02,-1.2,10.1,-14.7,1014.4,60,1.4,3.8,2.5,181.9,58.12,286.61,.2
101,춘천,2016-03,5.9,22.1,-11.9,1012,60,1.4,4.2,2.5,228,61.37,433.79,7
101,춘천,2016-04,14,28,1.8,1004.3,58,1.8,4.8,2.7,231.9,58.53,503.49,15.6
101,춘천,2016-05,18.9,31.6,7.1,1002.3,65,1.6,4.8,2.7,262.5,59.48,594.12,21.4
101,춘천,2016-06,23.4,32,12.7,998.7,71,1.4,5.2,3.5,241.2,54.46,573.3,26.9
101,춘천,2016-07,25.2,34.2,17.5,999.3,84,1.3,7.4,4.6,152.9,34.02,438.09,27.5
101,춘천,2016-08,26.5,35.7,13,997.4,79,1.5,4.8,3.2,220.8,52.41,523.53,30.4
101,춘천,2016-09,21.2,30.8,9.5,1005.1,81,1.2,6.1,3.6,175.6,47.13,391.01,23.6
101,춘천,2016-10,14.6,28.1,-1.6,1010.6,79,1.2,,,175.3,50.42,310.56,16.3
101,춘천,2016-11,5.4,19,-8.2,1013.9,74,1,,,137,45.02,212.1,6.3
101,춘천,2016-12,.1,10.5,-11.7,1015.5,75,1.1,,,127.7,42.9,196.96,.8
101,춘천,2017-01,-3,10.9,-15.9,1015.7,68,1.3,,,185,60.34,260.72,-1.4
101,춘천,2017-02,-1.2,12.3,-14.4,1013.4,65,1.3,,,203.7,67.34,333.75,-.4
101,춘천,2017-03,5,19,-7.4,1010,62,1.4,,,210.9,56.83,428.2,5.5
101,춘천,2017-04,13.6,28.6,-.3,1003.5,58,1.7,,,253.3,64,543.97,15.2
101,춘천,2017-05,19.1,30.8,7.5,1002.7,60,1.7,,,272.8,61.83,623.47,22.8
101,춘천,2017-06,22.8,34.5,11.1,999.4,65,1.6,,,258.9,58.46,631.98,27
101,춘천,2017-07,26.6,34.3,20.5,998.8,86,1.3,,,126.1,28.06,428.04,29
101,춘천,2017-08,24.5,36.3,14.3,999.4,84,1.4,,,146.8,34.82,425.35,27.6
101,춘천,2017-09,19.5,28.9,6.5,1004.7,80,1.2,,,209.5,56.17,461.76,22.6
101,춘천,2017-10,13.9,26.8,-2.6,1012.4,78,1.1,,,187.6,53.94,355.66,15.3
101,춘천,2017-11,3.7,18.4,-9.2,1013.5,69,1.2,,,167.6,55.02,249.31,4.1
101,춘천,2017-12,-3.9,8.1,-17.6,1016.1,69,1.3,,,165.1,55.44,229.47,-2.5
101,춘천,2018-01,-5.5,8.2,-21.6,1014.4,62,1.3,,,186.7,60.91,274.35,-3.2
101,춘천,2018-02,-3,10.9,-18,1013.7,54,1.5,,,201.9,66.79,323.46,-1.6
101,춘천,2018-03,7.3,23.1,-7.4,1011.3,64,1.9,,,203.2,54.77,418.73,7.3
101,춘천,2018-04,12.4,29.1,-1.6,1006.7,63,1.9,,,217.7,55.04,498.66,14
101,춘천,2018-05,17.7,30.6,3.4,1002.6,70,1.7,,,231.5,52.51,566.15,20.2
101,춘천,2018-06,23.1,33.9,13.4,999.1,67,1.7,,,252,56.9,622.37,29
101,춘천,2018-07,26.7,37.2,14.7,1000.5,79,1.5,,,245,54.5,598.56,31.3
101,춘천,2018-08,27.3,39.5,17.4,999,77,1.6,,,232.7,55.13,545.21,30.4
101,춘천,2018-09,19.6,29.1,8.3,1005.1,76,1.5,,,207.8,55.67,449.98,21.9
101,춘천,2018-10,10.9,24.3,-2.4,1010.2,77,1.2,,,188.7,54.21,325.79,11.9
101,춘천,2018-11,5.6,18.8,-6.6,1014.7,77,1,,,134.3,44.05,209.29,5.4
101,춘천,2018-12,-2.8,11.6,-16.4,1018,64,1.1,,,178.8,60.02,223.95,-2.1
101,춘천,2019-01,-3.5,8,-14.1,1016.4,59,1.1,,,210.4,68.74,261.3,-3.3
101,춘천,2019-02,0,14.1,-13.2,1014.7,60,1.2,,,193.9,64.21,296.58,.6
101,춘천,2019-03,5.7,18.7,-6.7,1007.7,62,1.5,,,187.9,50.72,368.69,5.3
101,춘천,2019-04,11.3,28.4,-4.8,1006,59,1.6,,,201.2,50.92,442.86,12.7
101,춘천,2019-05,19,33.5,4,1002.5,55,1.7,,,309.1,70.12,612.37,22.9
101,춘천,2019-06,22.1,32.9,11.8,998.5,70,1.5,,,249.3,56.29,558.2,26.2
101,춘천,2019-07,25.6,36.3,16.4,997.7,76,1.5,,,158.7,35.29,429.86,28.8
101,춘천,2019-08,26.2,36.3,17.1,998.4,78,1.4,,,238.5,56.5,512.34,28.5
101,춘천,2019-09,21.3,32.1,13.1,1006.6,79,1.3,,,126.6,33.87,340.61,23.5
101,춘천,2019-10,14.7,26.7,1.9,1010.5,76,1.2,,,183,52.56,350.93,16.1
101,춘천,2019-11,5.6,19.7,-6.4,1013.8,74,.9,,,160.2,52.51,253.7,6.3
101,춘천,2019-12,-.1,9.7,-12.3,1016.3,72,1,,,130,43.67,200.48,.4
102,백령도,2016-01,-1.9,8.4,-14.2,1007.4,63,4.2,5.6,4.9,112.3,36.7,,0
102,백령도,2016-02,.6,9.2,-7.1,1006.1,57,4.4,3.9,3,181.2,57.87,,1.2
102,백령도,2016-03,5,15.7,-3.9,1003.6,64,4.2,3.3,1.8,246.3,66.3,,7.9
102,백령도,2016-04,10.3,22.3,4.3,995.9,67,4.3,5.1,2.8,201.6,50.88,,14
102,백령도,2016-05,15.9,26.8,7.6,994,65,4.7,5.1,2.8,260,58.89,,18.9
102,백령도,2016-06,20,26.9,14.8,990.6,86,3.6,5.9,4.4,185.7,41.93,,25.6
102,백령도,2016-07,22.7,28.9,16.3,990.4,94,3.6,7.3,5.6,160,35.59,,25.9
102,백령도,2016-08,24.8,31.5,15.6,989.9,83,2.8,4.3,2.8,251.1,59.59,,29.1
102,백령도,2016-09,20.4,27.4,14.1,996.6,83,2.6,5.3,3.4,213.7,57.32,,24.3
102,백령도,2016-10,15,23.3,2.2,1002.5,71,3.4,5.5,3.1,180.9,52.07,,16.3
102,백령도,2016-11,7.5,16.4,-1.7,1005.4,67,4.1,6.3,5.3,119.9,39.38,,7.7
102,백령도,2016-12,3,11.3,-4,1007.1,66,4,5.6,4.6,153.7,51.7,,3.2
102,백령도,2017-01,-.2,7.7,-7.3,1007.8,61,3.8,5.5,4.6,147.4,48.09,,1.2
102,백령도,2017-02,.3,8,-7.1,1005.9,63,3.8,4,3.1,189.5,62.67,,1.3
102,백령도,2017-03,4.8,14.8,-3.4,1002.4,66,3.9,4.1,2.6,239.4,64.51,,7.2
102,백령도,2017-04,10.3,20,4.2,995.3,68,4.9,4.9,3,245.6,62.04,,14.3
102,백령도,2017-05,15.9,24.8,8.4,994.9,70,4.7,3.9,2.2,310,70.26,,22.8
102,백령도,2017-06,19.7,29,11.7,991.6,78,4.2,5.3,3.5,280.4,63.32,,27.2
102,백령도,2017-07,24.4,31.8,20.4,989.9,95,3.5,8.7,6.8,107.7,23.95,,26.9
102,백령도,2017-08,23.9,31.3,17.1,990.7,85,3.8,7.1,4.5,180,42.66,,26.3
102,백령도,2017-09,20.7,27.4,14.9,996.4,79,3.3,4.2,2.5,254.9,68.34,,24.3
102,백령도,2017-10,15,23.2,6.9,1004.5,70,3,5,2.8,207,59.53,,18.1
102,백령도,2017-11,6.8,17.9,-2.5,1005.1,61,4.5,6,5,172.1,56.5,,8.5
102,백령도,2017-12,.4,8.8,-7.4,1007.6,63,4.2,6.5,6,125.2,42.1,,1.2
102,백령도,2018-01,-2.9,6.6,-13.7,1006.5,64,3.8,7.3,5.8,102.5,33.44,,.2
102,백령도,2018-02,-1.8,6.7,-9.8,1005.8,59,4.1,5.6,4.1,158.8,52.58,,.7
102,백령도,2018-03,4.1,16.6,-5.1,1002.5,75,4.2,5.9,4.5,192,51.79,,7.3
102,백령도,2018-04,9.3,18.5,1.7,997.9,69,5.1,5.1,3.6,207.6,52.48,,12.2
102,백령도,2018-05,13.2,21.8,7.9,1005.6,83,4.1,5.8,3.8,211,47.85,621.3,17
102,백령도,2018-06,18.3,27.8,11.9,1002,89,2.8,6.9,4.8,178.5,40.31,626.45,24.8
102,백령도,2018-07,23,31.4,17.6,1002.8,92,3.1,6.9,5.7,189,42,618.28,28.8
102,백령도,2018-08,24.9,32.8,18.4,1001.7,87,2.9,5.2,3,271.4,64.33,660.12,31.2
102,백령도,2018-09,19.8,26.2,15,1008.1,78,3.2,4.8,3.2,213.8,57.27,526.42,21.9
102,백령도,2018-10,13.9,22,6.3,1013.9,65,4,4.3,2.8,247.2,71.01,469.54,14.8
102,백령도,2018-11,9.2,16,.9,1018.2,65,3.6,4.5,3.3,133.7,59.26,282.97,
102,백령도,2018-12,1.1,10.9,-8.9,1022.6,64,5.9,6.3,5.4,113.5,45.6,221.58,-.7
102,백령도,2019-01,.8,7.1,-6,1021.4,62,5.2,4.4,3.2,175.8,57.41,281.37,.4
102,백령도,2019-02,.9,10.7,-9.3,1019.6,65,5,5.5,3.5,181.6,60.17,339.28,1.1
102,백령도,2019-03,4.9,12.8,-.5,1012,75,4.8,4.7,3.3,198.8,53.66,475.51,6.4
102,백령도,2019-04,9.1,17.9,1.9,1009.9,69,3.6,4.8,2.2,227,57.42,576.52,12.6
102,백령도,2019-05,15.2,24.9,7.2,1006,72,4,4.2,1.9,301.6,68.39,765.12,22.4
102,백령도,2019-06,18,27.1,12.9,1001.9,89,3,6.6,5.1,193.8,43.77,608.68,25.3
102,백령도,2019-07,22.2,28.9,15.6,1000.1,90,2.9,6.8,5.8,172.3,38.28,568.86,28.9
102,백령도,2019-08,24,31.2,18.5,1001.2,87,2.7,4.9,3.1,258.8,61.28,656.4,29.4
102,백령도,2019-09,20.5,28.1,14.8,1009.4,84,3,6.1,3.2,191.8,51.32,468.31,23.7
102,백령도,2019-10,15.7,23.8,9.3,1014,75,3.8,4.3,2.5,221.5,63.58,425.59,17.6
102,백령도,2019-11,9.3,18.4,.6,1017.6,63,5.2,4.7,2.9,165.1,54.15,281.44,8.9
102,백령도,2019-12,3.7,11.3,-6.2,1020.2,69,5.3,6.8,5.7,98.4,33.08,196.74,2.8
104,북강릉,2016-01,.1,12.7,-15.2,1012,47,2.1,2.7,1.3,228.9,74.71,380.33,-.5
104,북강릉,2016-02,1.6,9.7,-6.7,1012.1,57,2.1,3.8,2.5,205.4,65.58,425.09,.6
104,북강릉,2016-03,7.2,21.2,-7.2,1010.5,56,1.7,4.5,2.6,191.4,51.53,516.41,7.2
104,북강릉,2016-04,13.5,28,3.7,1003.4,60,2.1,5.4,3.1,222.6,56.21,483.66,14.7
104,북강릉,2016-05,18.2,28.9,8,1001,59,2,4.5,1.9,275.9,62.56,610.87,22.5
104,북강릉,2016-06,20.8,32,12.5,998.5,78,1.4,6.4,4.2,182.2,41.18,491.76,26
104,북강릉,2016-07,23.1,33.8,17.1,999.2,86,1.2,7.8,5,118.8,26.46,379.48,25.9
104,북강릉,2016-08,24.9,34.9,15.1,997,80,1.3,5.5,3.6,222.3,52.78,491.02,28.4
104,북강릉,2016-09,20,30.2,13.5,1005,87,1.2,7.6,4.5,103.3,27.72,266.9,21.9
104,북강릉,2016-10,14.9,24.9,3.4,1009.7,77,1.3,6,3.6,134.5,38.72,227.82,15.4
104,북강릉,2016-11,8.6,21.9,-3,1011.9,61,1.7,4.3,2.9,175.2,57.52,212.43,7.3
104,북강릉,2016-12,4.5,15.2,-6.9,1012.4,57,1.8,4.3,2.9,170.9,57.27,191.19,2.7
104,북강릉,2017-01,1.2,12,-10.7,1012.4,50,2.2,3.1,1.7,217.6,70.9,262.13,.7
104,북강릉,2017-02,3.2,14.8,-7.1,1010.2,45,2.2,2.9,1.9,208.6,68.91,338.65,2.2
104,북강릉,2017-03,6.7,17.2,-3.2,1008.4,56,1.8,4.4,2.8,187.4,50.5,407.54,7
104,북강릉,2017-04,14.5,30.5,2.1,1001.9,52,2.4,4.5,2.2,259.1,65.48,597.12,15.8
104,북강릉,2017-05,19.1,33.6,8.5,1001,57,2,4,2,273.9,62.15,670.85,24.3
104,북강릉,2017-06,19.8,30.7,9.7,999.2,73,1.5,4.8,2.8,251.7,56.88,654.73,27.4
104,북강릉,2017-07,25.4,33.9,19,997.9,81,1.3,6.7,3.9,162.5,36.18,469.56,28.1
104,북강릉,2017-08,23.1,31.4,16,999.2,88,1.2,7.7,5,112,26.58,366.14,25.6
104,북강릉,2017-09,20.1,29,11.8,1003.6,77,1.5,4.1,2.4,245.7,65.87,507.51,24.2
104,북강릉,2017-10,14.4,23.9,5.3,1011.6,81,1.5,6.2,4,141.2,40.57,288.74,16
104,북강릉,2017-11,8,20.1,-3.5,1010.3,50,2.1,2.9,1.5,216.4,71,291.06,7.5
104,북강릉,2017-12,1.1,11.7,-9.7,1012.3,43,2.3,2.3,1.4,229.7,76.98,277.53,-.1
104,북강릉,2018-01,-.8,13.1,-15.9,1010.7,42,2.1,3.1,1.4,218.5,71.22,303.7,-1.3
104,북강릉,2018-02,.1,10.4,-12.7,1011.1,47,2.2,3.1,1.6,217.7,72.01,358.05,0
104,북강릉,2018-03,8.2,24.6,-4.6,1009.9,63,2.1,4.6,3.1,201.3,54.29,428.17,7.6
104,북강릉,2018-04,13.4,31.8,.6,1005.1,54,2.2,4.4,2.3,227,57.4,525.68,13.8
104,북강릉,2018-05,16.2,29.7,4.3,1001.9,70,1.9,6.1,4,201.5,45.73,534.29,18.8
104,북강릉,2018-06,21.6,33.6,12.6,998.4,66,1.6,5.8,2.8,230.2,52.01,609.58,27.1
104,북강릉,2018-07,25.1,34.6,15.3,1000,78,1.3,5.5,4.3,227.5,50.62,567.85,29.2
104,북강릉,2018-08,24.9,37.1,17,999,82,1.3,6.8,4.8,164.3,38.95,457.4,28.5
104,북강릉,2018-09,19.2,29,11.1,1004.6,75,1.2,6.3,3.9,168.5,45.14,415.04,21.4
104,북강릉,2018-10,13.2,24.3,1.1,1008.4,62,1.9,3.8,2.6,226.5,65.05,387.21,13.5
104,북강릉,2018-11,9.2,19.7,-3.3,1012.7,56,1.5,4.3,2.8,171.7,56.31,250.11,7.7
104,북강릉,2018-12,2.1,14,-11.3,1014.8,42,1.8,3.3,1.6,206.9,69.41,257.08,.8
104,북강릉,2019-01,2,12.6,-7.6,1012.8,35,1.9,2.9,1.5,232.4,75.8,292.22,-.2
104,북강릉,2019-02,3,15.5,-7.4,1012.3,48,1.8,3.9,2,211.4,70,336.83,2.6
104,북강릉,2019-03,8.1,20.8,-1.7,1005.6,49,2.1,4.4,2.8,226,61,456.16,8.2
104,북강릉,2019-04,11.6,24.8,1.1,1004.8,53,1.9,5.1,2.7,220.9,55.91,524.24,13.9
104,북강릉,2019-05,19.7,33.5,6.8,1000.8,46,2,4.1,1.7,298.4,67.74,701.38,23.9
104,북강릉,2019-06,19.8,31.9,11.6,998.1,75,1.4,5.8,3.6,221.1,49.97,590.61,25.2
104,북강릉,2019-07,24.3,34.5,17.2,997.1,77,1.5,6.8,4.5,191.9,42.68,516.77,27.8
104,북강릉,2019-08,24.8,32.8,17.9,997.9,79,1.3,5.9,3.8,214.1,50.72,511.3,28.2
104,북강릉,2019-09,20.3,31.2,12,1006.5,81,1.2,7.1,4.2,118.6,31.75,316.98,22.5
104,북강릉,2019-10,15.5,23.3,6.4,1009.4,71,1.5,5.6,3.8,149.9,43.01,305.79,16.2
104,북강릉,2019-11,9.3,22,-2.2,1011.5,58,1.6,4.4,2.6,180.4,59.09,259.21,8.2
104,북강릉,2019-12,4.5,15.8,-6.1,1013.1,44,2,3.5,2,193.1,64.69,242.07,2.5
105,강릉,2016-01,.4,13.8,-14.7,1018.9,37,3.4,,,232.8,75.98,315.74,.8
105,강릉,2016-02,1.9,10.2,-6,1019,47,2.7,,,213.9,68.3,357.06,2
105,강릉,2016-03,7.9,22.3,-5.3,1017.3,49,2.4,,,207,55.74,440.53,9.9
105,강릉,2016-04,14.1,28.3,4,1010,52,2.6,,,237.6,60,567.36,18
105,강릉,2016-05,19.3,30.5,8.6,1007.4,49,2.5,,,285.9,64.83,715.68,24.3
105,강릉,2016-06,21.9,31.5,13.9,1004.7,66,1.8,,,205.1,46.35,581.91,27.3
105,강릉,2016-07,24.1,35.1,17.5,1005.4,74,1.5,,,141.2,31.45,474.47,27
105,강릉,2016-08,25.8,35.5,15.1,1003.2,70,2,,,235.5,55.91,573.78,29.6
105,강릉,2016-09,20.6,30.9,12.6,1011.3,76,1.6,,,125.4,33.65,340.44,22.9
105,강릉,2016-10,15.6,26.2,4.7,1016.1,67,1.9,,,151.3,43.55,304.15,16.8
105,강릉,2016-11,9.1,22.1,-.8,1018.6,53,2.3,,,189.8,62.31,280.78,8.8
105,강릉,2016-12,5,15.5,-5.6,1019.2,49,2.8,,,183.9,61.63,242.19,3.8
105,강릉,2017-01,1.5,12.3,-9.6,1019.4,43,3,,,229.8,74.88,306.88,.8
105,강릉,2017-02,3.5,15.5,-6.9,1017,38,3.1,,,220,72.68,375.38,2.7
105,강릉,2017-03,7.1,17.4,-2.9,1015.2,49,2.4,,,202.7,54.62,438.34,8.2
105,강릉,2017-04,15.4,30.4,3.2,1008.4,44,2.8,,,264.6,66.87,617.31,16.8
105,강릉,2017-05,20.3,33.2,8.7,1007.4,47,2.7,,,277.9,63.06,703.85,25.3
105,강릉,2017-06,21.2,33,11.4,1005.4,62,1.9,,,250.9,56.7,684.74,27.3
105,강릉,2017-07,26.8,37.1,20,1004.1,68,2,,,179.2,39.89,511.43,28.5
105,강릉,2017-08,24.3,32.9,17.3,1005.4,75,1.6,,,139.9,33.21,418.45,26.1
105,강릉,2017-09,21.3,30.5,12.4,1009.9,61,2.3,,,249.2,66.81,535.15,23.5
105,강릉,2017-10,15.2,24.7,5.7,1018.1,67,1.9,,,152.6,43.85,307.39,15.9
105,강릉,2017-11,9,21.3,-2.7,1017.1,38,3,,,227.4,74.61,312.47,7.7
105,강릉,2017-12,1.5,12.4,-8.8,1019.3,34,3.4,,,241.8,81.03,301.45,1.6
105,강릉,2018-01,-.2,12.5,-14.2,1017.7,32,3.3,,,225.5,73.5,321.75,.2
105,강릉,2018-02,.5,11.2,-10.7,1018.1,38,3,,,224.2,74.16,376.58,2
105,강릉,2018-03,9.2,25.8,-3,1016.6,51,2.7,,,210.9,56.88,459.2,9.9
105,강릉,2018-04,14.5,32.3,1.5,1011.6,48,2.8,,,242.6,61.34,567.54,15.5
105,강릉,2018-05,17.3,32.1,5.2,1008.3,67,2.2,,,208.6,47.34,572.89,19.9
105,강릉,2018-06,23.2,34.5,13.5,1004.6,61,2,,,235.5,53.21,650.56,29.2
105,강릉,2018-07,26.8,37.2,15.9,1006.2,72,1.9,,,231.7,51.56,609.99,30.7
105,강릉,2018-08,26.2,38.2,18.2,1005.1,77,1.7,6.4,2.9,182.9,43.36,496.61,28.8
105,강릉,2018-09,20,29.1,12.1,1010.9,72,1.9,6,2.6,178.6,47.84,439.54,21.7
105,강릉,2018-10,14.1,25.9,4.3,1014.9,57,2.6,3.8,1.9,238.7,68.55,423.87,13.8
105,강릉,2018-11,10,21.6,0,1019.4,53,2.2,4.2,2.2,185.5,60.84,276.35,8.3
105,강릉,2018-12,2.7,14.9,-9.9,1021.7,41,2.8,3.8,1.4,217.8,73.06,282.61,1.8
105,강릉,2019-01,2.8,13.7,-6.2,1019.7,34,3.3,3.2,1.3,240.6,78.47,316.03,1.8
105,강릉,2019-02,3.8,16.5,-5,1019.2,44,2.7,4.4,1.7,219.1,72.55,361.66,3.1
105,강릉,2019-03,8.9,22.4,0,1012.3,47,2.9,4.6,2,237.7,64.16,491.78,8.9
105,강릉,2019-04,12.6,25.1,1.8,1011.4,51,2.5,5.2,2.1,223.9,56.67,552.75,14.7
105,강릉,2019-05,21,34.8,8.9,1007.2,44,2.7,4.5,1.5,296,67.2,742.51,25.3
105,강릉,2019-06,21.4,34.1,11.9,1004.3,69,1.9,5.6,2.7,225.7,51.01,628.67,25.6
105,강릉,2019-07,25.8,35.4,18,1003.3,71,2.1,6.6,3.3,202.1,44.95,556.37,28.3
105,강릉,2019-08,26.5,36.4,20.4,1004,72,2,5.8,2.2,226,53.54,558.62,28.5
105,강릉,2019-09,21.5,33.4,13.8,1012.8,76,1.8,7.1,,146.8,39.3,377.37,22.7
105,강릉,2019-10,16.6,25.1,8.6,1015.8,67,2.2,5.6,,164.3,47.14,337.54,16.3
105,강릉,2019-11,10.2,23.8,.6,1018.1,56,2.5,4.5,1.8,190,62.23,278.85,9.2
105,강릉,2019-12,5.3,16.5,-5.6,1019.8,47,2.7,3.7,1.8,187.6,62.85,257.6,3.3
106,동해,2016-01,2.2,14.1,-12,1016.8,39,2.4,,,216.7,70.54,,-.5
106,동해,2016-02,3.4,13.9,-4.8,1017,52,2.4,,,201.8,64.35,,1.7
106,동해,2016-03,8.5,21.4,-5.1,1015.4,58,2,,,189.6,51.05,,8.2
106,동해,2016-04,13.9,28.8,5.2,1008.2,64,2.4,,,205.3,51.9,,15.9
106,동해,2016-05,18.1,29.6,9.1,1005.8,63,2,,,286.5,65.04,,23.4
106,동해,2016-06,21.2,32,12.6,1003,79,1.7,,,190.7,43.17,,26.7
106,동해,2016-07,23.4,34.2,18.2,1003.7,88,1.2,,,131.5,29.33,,27
106,동해,2016-08,25.6,34.5,16.2,1001.4,82,1.8,,,231.3,54.97,,31.6
106,동해,2016-09,21,31.3,14.3,1009.5,87,1.7,,,98.9,26.55,,22.8
106,동해,2016-10,16.2,24.8,5.8,1014.3,77,1.9,,,133.6,38.4,,16.8
106,동해,2016-11,10.1,22.1,-.3,1016.6,62,2.2,,,178.6,58.5,,7.1
106,동해,2016-12,6.5,15.9,-3.7,1017.1,54,2.1,,,174,58.25,,2.5
106,동해,2017-01,3.2,14.2,-6.7,1017.2,48,2.6,,,215.7,70.1,,.1
106,동해,2017-02,5,17.9,-4.7,1015,44,2.7,,,209.6,69.2,,2.8
106,동해,2017-03,8.2,17.5,-.3,1013.2,56,2.4,,,182.1,49.04,,7.5
106,동해,2017-04,15.3,29.1,4.9,1006.6,57,2.5,,,244.8,61.93,,16.6
106,동해,2017-05,19.3,32.8,9.5,1005.7,61,2.2,,,287.8,65.38,,24.4
106,동해,2017-06,20.2,30.3,11.9,1003.8,77,1.8,,,254.3,57.57,,27.3
106,동해,2017-07,25.4,33.8,18.7,1002.5,83,1.3,,,165.1,36.81,,28.7
106,동해,2017-08,24.4,32.4,16.9,1003.6,85,1.5,,,131.2,31.15,,26.5
106,동해,2017-09,21.1,29.7,13,1008.2,73,1.9,,,234.3,62.83,,22.7
106,동해,2017-10,15.3,24.9,6.2,1016.2,77,2,,,144.9,41.59,,15.5
106,동해,2017-11,9.1,20.9,-1.7,1015.1,46,2.2,,,204.8,67.06,,6.2
106,동해,2017-12,2.4,11.5,-7.5,1017.2,38,2.5,,,227.7,76.23,,.1
106,동해,2018-01,.9,13.3,-12.4,1015.7,36,2.5,,,213.4,69.4,,-.7
106,동해,2018-02,1.5,12,-10.3,1016,43,2.5,,,212.2,70.1,,.9
106,동해,2018-03,8.9,25.4,-2.4,1014.7,60,2.7,,,203.2,54.79,,8.6
106,동해,2018-04,13.5,29.6,2.3,1009.8,57,2.5,,,235.4,59.59,,15.9
106,동해,2018-05,16.2,29.1,5.7,1006.5,75,2.2,,,202.4,46.02,,20.4
106,동해,2018-06,20.8,33.2,12.8,1003,71,1.6,,,215.3,48.75,,27.8
106,동해,2018-07,24.6,33.5,16,1004.5,82,1.7,,,228.3,50.89,,30.5
106,동해,2018-08,24.9,35.8,18.7,1003.4,84,1.4,6.4,2.9,164.8,39.13,,29.3
106,동해,2018-09,19.4,28.7,11.4,1009.1,78,1.7,6.2,3.5,155.2,41.59,,21.6
106,동해,2018-10,13.9,24.3,3.8,1013,65,2.1,3.8,2.1,208.1,59.71,,14.2
106,동해,2018-11,10.1,19.5,.3,1017.5,59,1.8,4.2,2.5,171.1,56.01,,7.9
106,동해,2018-12,3.2,14.7,-8.4,1019.6,44,2.2,3.8,1.8,207,69.3,,1.1
106,동해,2019-01,2.8,12.8,-6,1017.6,37,2.3,3.3,1.9,235,76.45,,.9
106,동해,2019-02,3.8,12.4,-5,1017.1,50,2,4.5,2.3,199.6,65.98,,2.8
106,동해,2019-03,8.4,20.6,.4,1010.4,51,2.4,4.5,2.4,225.3,60.78,,9.1
106,동해,2019-04,11.3,24.8,1.2,1009.6,58,2.3,4.9,2.6,197.6,51.73,,14.2
106,동해,2019-05,18.4,33.3,5.9,1005.5,53,2.3,4.2,1.5,231.1,54.35,,23.8
106,동해,2019-06,18.6,27.5,11.3,1002.6,78,1.9,5.7,2.7,227.2,51.45,,25.6
106,동해,2019-07,23.4,33.5,17,1001.6,79,1.8,6.6,3.3,192.6,42.92,,28
106,동해,2019-08,24.1,31.6,17.7,1002.3,81,1.6,5.7,2.4,231.7,54.98,,29.7
106,동해,2019-09,20,29.1,11.5,1011,83,1.7,7.1,3.9,143.8,38.5,,23.4
106,동해,2019-10,15.4,22.2,7.8,1013.9,73,2.1,5.5,3.3,152,43.59,,16.1
106,동해,2019-11,9.6,19.6,-.6,1016.2,64,2.1,4.6,2.6,172.8,56.53,,8.6
106,동해,2019-12,4.9,14.9,-4.2,1018,47,1.9,3.6,1.9,191.9,64.25,,3.1
108,서울,2016-01,-3.2,9.5,-18,1014.5,53,2.5,4,2.6,196.1,63.86,246.52,-1.4
108,서울,2016-02,.2,14.4,-10,1013.3,52,2.8,3.7,2.3,195.2,62.26,288.43,1.1
108,서울,2016-03,7,21.4,-7.5,1010.9,51,2.4,3.6,1.9,253.7,68.29,432.76,9.1
108,서울,2016-04,14.1,29.6,5.1,1003.2,55,2.4,4.8,2.6,219.5,55.47,460.4,17
108,서울,2016-05,19.6,31.9,8.9,1001.3,56,2.4,4.6,2.5,280.1,63.57,594.54,23.2
108,서울,2016-06,23.6,32.2,17.1,997.6,63,2.1,5.3,3.3,229.7,51.97,508.07,28.2
108,서울,2016-07,26.2,34.1,19.8,997.8,73,2.1,7.2,4.4,160.4,35.76,403.01,28.3
108,서울,2016-08,28,36.6,16.1,996,64,2.1,4.6,3.3,236.1,56.11,468.05,31.9
108,서울,2016-09,23.1,31.1,14.3,1003.3,65,2,5.8,3.1,191.6,51.41,370.92,24.9
108,서울,2016-10,16.1,29,.7,1009,62,2.1,5.3,2.8,195.7,56.27,318.14,17
108,서울,2016-11,6.8,18.6,-6.2,1012.6,57,2.2,4.7,3.7,173.3,56.76,235.03,7.2
108,서울,2016-12,1.2,13.6,-9.8,1014.2,59,2.2,4.7,3.5,166.4,55.71,205.35,1.6
108,서울,2017-01,-1.8,11.4,-12.6,1014.7,55,2.3,3.5,2.3,209,67.97,256.11,-.7
